Date : 2024-02-01 22:26:01
Directory : /home/gabrielt/Git/OS
Total : 417 files,  1350 codes, 200 comments, 224 blanks, all 1774 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-b423692737a05e1d/test-bin-blog_os.json                                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-b4f88386146b95fd/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-b7eeb314a71e57f7/test-integration-test-basic_boot.json                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-b9ec158e032c2836/lib-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-bb707d7f1cadd079/test-integration-test-basic_boot.json                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c222be031b4458a1/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c3e286f4288f4460/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c4b0b0b482b4a2d1/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c645b757a3ac75e2/test-bin-blog_os.json                                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c78108598e0087c5/test-bin-blog_os.json                                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-d2bf871906d20efd/test-bin-blog_os.json                                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-d47ee5f1e5bc4e48/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-d5eaf3173cc9077a/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-d78b02b87e8d5d16/lib-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-dbfbfb3051fb0ec4/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-dfcce961a131fc76/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-e1d3527601b954e6/test-bin-blog_os.json                                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-e203cc6537038fc0/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-e237142ece266cfd/lib-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-e7e722b872deef10/test-bin-blog_os.json                                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-ec391a1f6d477958/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-ef69a29ee9d0c40d/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-f4910c46b28278ca/test-integration-test-basic_boot.json                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-fb495a2191a18837/lib-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-feb128419244855e/test-bin-blog_os.json                                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-ff96c2c25b64c585/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootimage-372881dda67e2c62/lib-bootimage.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootimage-9d9df117b37e05c6/lib-bootimage.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-08e011b331976a46/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-11f938c57f32ebcc/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-3cb8ea5c7663d27a/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-443a8928a7e8390c/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-44ca8e7c67fcffaf/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-51c17e837f03f010/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-5cc231755771ccc1/run-build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-5df2d305b688aa65/run-build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-66e87eac7664fd97/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-7ec7eeb6952a3e23/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-900175f1f493622f/run-build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-97bc9323d7749469/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-ad3e61537ee8cc48/run-build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-af653729b7e24431/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-ba5e37cd684d3e4e/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-ba65d7eda5200217/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-ddf37ac907886b6f/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-efdf47dce3f1f4b2/lib-bootloader.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-0a8ef4eb422e8f30/lib-byteorder.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-1976cee77bdfd3c9/lib-byteorder.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-654366794acbcc63/lib-byteorder.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-a196b7cfc9a1ecb9/lib-byteorder.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-d94001d0168c526b/lib-byteorder.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-dbe2de9884b07e89/lib-byteorder.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/cargo_metadata-c8907eaf2f9747ce/lib-cargo_metadata.json                                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/cargo_metadata-d9d34e253fd43b7b/lib-cargo_metadata.json                                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/cfg-if-f379ee8ede097400/lib-cfg-if.json                                                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-2f65d598c7cbe7b1/lib-compiler_builtins.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-5e1dec18b000b1aa/lib-compiler_builtins.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-6eb2e6a850738c84/run-build-script-build-script-build.json                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-7f5855a02bdae31b/run-build-script-build-script-build.json                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-bb7a1fadcab71c4b/lib-compiler_builtins.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-d70e89dd230eacc1/lib-compiler_builtins.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/core-01e037b8ec25f63a/lib-core.json                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/core-5bd8e93bf2ec8ec6/lib-core.json                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/core-7920be561b0af6a4/lib-core.json                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-4bcc467b695bb7a6/lib-embedded-graphics.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-8f3a32b69d7541cf/lib-embedded-graphics.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-254deadb5213da4f/lib-embedded-graphics-core.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-49b268383188b375/lib-embedded-graphics-core.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-65b1c515d040d62e/lib-embedded-graphics-core.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-85d7d6d4a9de21c0/lib-embedded-graphics-core.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-c3bde47c4e6a5602/lib-embedded-graphics-core.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-efa2b8528fca5bed/lib-embedded-graphics-core.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-d2c755e2e7b07513/lib-embedded-graphics.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-e2167a8e03ae2338/lib-embedded-graphics.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-f5fb6d398afa6578/lib-embedded-graphics.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-f72dbf3e52e71b50/lib-embedded-graphics.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-time-ecce22d17b9e8b63/lib-embedded-time.json                                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-2ef128c5ab848462/lib-float_cmp.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-6997254f1437d87b/lib-float_cmp.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-78f0fc730256cb34/lib-float_cmp.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-95785b93e7acc6a1/lib-float_cmp.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-959b4f7284c40ced/lib-float_cmp.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-ba93bde334978edf/lib-float_cmp.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/itoa-2acd09ea43594766/lib-itoa.json                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/itoa-4cf43d7f97c08936/lib-itoa.json                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/itoa-d2dba3be4055ee6b/lib-itoa.json                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/json-280fcfe273aa7500/lib-json.json                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/json-cd2d128e3fa874b1/lib-json.json                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-26343ff5a49a9deb/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-30658a1653c4e88e/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-6f0d0d307dd6c316/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-74f32f1c413c80c6/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-a66abc51214a8bae/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-b770c96320465929/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-b7dd47977ab2b831/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-f6018d597b4bfbfc/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-fc776e5d244be870/lib-lazy_static.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/linked_list_allocator-84c07de0c5b326e4/lib-linked_list_allocator.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/linked_list_allocator-b709d3978888c339/lib-linked_list_allocator.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/linked_list_allocator-e8dfeda5adc8ec10/lib-linked_list_allocator.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/llvm-tools-154501f3aaeb5aed/lib-llvm-tools.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/llvm-tools-4d9cbd7e721e5466/lib-llvm-tools.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/llvm-tools-5acf29d71649c85b/lib-llvm-tools.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/locate-cargo-manifest-0947c4ac895fd00b/lib-locate-cargo-manifest.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/locate-cargo-manifest-efadc513035539df/lib-locate-cargo-manifest.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lock_api-2fab5271c1fe37a1/run-build-script-build-script-build.json                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lock_api-67941844b56e6404/lib-lock_api.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lock_api-6a2ff7a393d442c7/lib-lock_api.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/lock_api-dcc0756d095273b2/lib-lock_api.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/log-01469721eaf8f11b/lib-log.json                                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-83a8df3e5aa06dc3/lib-micromath.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-86e51c78ae84018f/lib-micromath.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-d09e56b55763cc20/lib-micromath.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-e3987f0a44520b8f/lib-micromath.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-ed8e3360ef182d10/lib-micromath.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-f969bcff6e7ef111/lib-micromath.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-acd8c58cf0e4c433/lib-num.json                                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-complex-6826436cfcb7842e/lib-num-complex.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-integer-08184d4b1e74d508/lib-num-integer.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-integer-11676472f15bf4d8/run-build-script-build-script-build.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-iter-3bad33e729c8ebd3/run-build-script-build-script-build.json                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-iter-ac4c18cc64fc8541/lib-num-iter.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-rational-5d26430cf1873115/lib-num-rational.json                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-rational-b7ee000b1ac3f045/run-build-script-build-script-build.json                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-1f06fd4a3bec900c/lib-num-traits.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-286f9ee70c95e9b6/run-build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-2f76f7e27caa132b/lib-num-traits.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-5e74f1411879e2f8/lib-num-traits.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-6a44f65609f7fe88/lib-num-traits.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-a280fac99d2975f6/lib-num-traits.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-bbb6914417a32240/lib-num-traits.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-da3f1162d83bd5b6/run-build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-dc5f28cfeb8bf667/lib-num-traits.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-f5d22a4234eddedd/run-build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/pc-keyboard-024fea110243bcae/lib-pc-keyboard.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/pc-keyboard-b6d99e237d0692c7/lib-pc-keyboard.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/pc-keyboard-ca973799ef4923c5/lib-pc-keyboard.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/pic8259-258570079f07b36f/lib-pic8259.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/pic8259-28cfe5d18a6ed231/lib-pic8259.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/pic8259-f7af87f4548c88d0/lib-pic8259.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/pin-project-lite-ef894fb36808bf00/lib-pin-project-lite.json                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/pin-utils-cc15528064a24b37/lib-pin-utils.json                                                         | JSON         |          1 |          0 |          0 |          1 |
